Language,Family Name,Notes,Blazon
French,DU BOIS,"DU BOIS, Bretagne.","De gueules, a trois badelaires d'argent ranges en pal"
French,DU BOURG SAINTE CROIX,"DU BOURG SAINTE-CROIX, Bresse.","D'azure, a l'amphistere d'or"
French,DU GARDIER,"DU GARDIER, Dauphine.","D'azur, a un lion d'argent regardant un soleil d'or mouvant de l'angle dextre de l'ecu"
French,DU PUY DE PODIO,DU PUY or DE PODIO.,"Coupe d'argent et d'azur, a la croix ancree de l'un en l'autre; a la bande de gueules brochante sur le tout"
French,DUNOIS,"DUNOIS, Champagne.","D'azure, a la crois d'argent, les extremites fleur de lisees d'or"
French,DUPONT,"DUPONT, Languedoc.","D'or, a l'ombre de soleil d'azur"
French,DUPORT,DUPORT.,Pale d'argent et d'azure de six pieces a une trangle de sable brochant sur le tout
French,DURANT,"DURANT, Burgundy.","De gueules, au falot d'or"
French,DURSUE,"DURSUE, Normandie.","D'or, a trois agaces, on pies au naturel, au soleil de gueules pose en abîme"
French,EDW II,"Roll of Arms, temp. EDW. II.","Sire Rauf de Cheyndut, de azure, a un cheyne de or, e un label de goules"
French,EDW II,"Roll, temp. EDW. II.","Sir Walter de FRENES, de goules a ij bendes endentes de or et de azure, le un en le autre"
French,EDW II,"Roll, temp. EDW. II.","Sire Aleyn PLOKENOT, de ermyn a une bende engrele de goules"
French,EDW II,"Roll, temp. EDW. II.","Sire Johan de WYNSINGTONE, de sable iij testes de senglier de argent"
French,EDW II,"Roll, temp. EDW. II.","Sire Mostas de LATIMER, ove la bende d'aszure flourite d'or"
French,EDW II,"Roll, temp. EDW. II.","Sire Rog. de MORTIMER, barre de or e de azure od le chef palee les corners geroune, a un escuchon de argent"
French,EDW II,"Roll, temp. EDW. II.","Sire Walter HAKELUT, de goules, a iij haches daneys de or, e une daunce de argent"
French,EDW II,"Roll, temp. EDW. II.","Sire Wauter de HONTERCOMBE, de ermyne, a ij barres gymeles de goules"
French,EDW II,"Roll, temp. EDW. II.",Sire William BERNAK de argent a une fesse e iij bernaks de sable
French,EDW III MS,"Roll, temp. EDW. III.; [Harl. MS. 6589.]","Robert de MERE, gules, a lion 'rampant sautant embelif' d'argent"
French,EDW III,"Roll, temp. EDW. III.","Monsire Morris de BERKELEY, port de gules, a une cheveron d'argent entre dis croises forme de 'lij[forme de lis]"
French,EDW III,"Roll, temp. EDW. III.","Monsire Symon de CHAMBERLAYNE, quarterly, d'or et gules a une crois molin argent en la quarter devant"
French,EDW III,"Roll, temp. EDW. III.","Monsire de ROIOSBY, de gules a trois crois pateis de sable, eu une bend d'argent"
French,EDW III,"Roll, temp. EDW. III.",Monsire de St.PHILIBERT port bende de VI. peces d'argent et d'asur
French,EDW MS,"Roll, temp. EDW. I.; Harl. MS. 6137.]","[Johan de GRELLI, gules, three bendlets enhanced or"
French,ERMAR,"ERMAR, Bretagne.","De gueules, a trois besants d'argent"
French,ESCHELLE,L'ESCHELLE.,D'or a l'aigle eployee de sable portant en ses serres une echelle de cinq echelons d'argent
French,FAUCON,"FAUCON, Auvergne.","D'azur, au faucon d'argent chaperonne de gueules perche sur un tronc d'arbre d'or accompagne en chef de trois tiercefeuilles du meme"
French,FAUQUI RES,"FAUQUIÈRES, Bourgogne.","D'azur, a trois faux d'or"
French,FERRUS,"FERRUS, Dauphine.","Parti, au 1 d'argent coupe sur sinople; au 2 de gueules"
French,FOSSEZ COYOLLES,"FOSSEZ de COYOLLES, Valois.","De gueules, a deux lions adosses et passes en sautoir d'or; les queues en double sautoir"
French,FRANCE,Ancient arms of FRANCE.,"D'azure, seme le lis d'or"
French,FRANCE,Later arms of FRANCE.,D'azure a trois fleurs-de-lis d'or
French,FROMBERG,"FROMBERG, Bavaria.",Mi-coupe mi-parti vers la pointe et recoupe d'argent et de gueules
French,GERESME,"GERESME, Brie.","D'azur, a trois anilles ou fers de moulin d'or"
French,GONANDOUR,"GONANDOUR, Bretagne.","D'argent, a trois clous de la Passion, deux en chef et un en pointe"
French,GONDI,GONDI.,D'or a deux masses d'armes en sautoir de sable liees de gueules
French,GRANDMONT,"GRANDMONT, Comtat-Venaissin.","D'azur, a trois bustes de reine de carnation couronnees a l'antique d'or"
French,GRIMONARD,"GRIMONARD, Poitou.","D'argent, frette de gueules; au franc-canton d'azur"
French,GUILBERT,"GUILBERT, Normandie.","D'azur, a un lacs-d'amour de sable, accompagne de trois molettes d'eperon du meme"
French,GUILLART DE FRESNAY,"GUILLART DE FRESNAY, Poitou.","De gueules, a deux bourdons d'or posee en chevron accompagnes de trois montjoies d'argent[1st and 3rd Quart.]"
French,GUILLOIS,"GUILLOIS, Ile de France.","D'argent, au tournesol d'or tige feuille et terrasse de sinople"
French,GUYON,"GUYON, Normandie.","D'argent, au cep de vigne, pampre et terrasse de sinople, fruite de gueules, soutenu d'un echalas de sable"
French,GUYOT ANFREVILLE,"GUYOT D'ANFREVILLE, Normandie.","D'azur, a un chevron d'argent accompagne de trois champignons d'or"
French,HELYE,"HELYE, Languedoc.","D'azur, a trois lamproies d'argent mouchetees de sable, posees en fasce"
French,HEN III BALLIOL COLLEGE,"Roll, temp. HEN. III. [Founder of BALLIOL COLLEGE, Oxford, which has adopted the same arms.]","John de BALLIOLL, de goules, ove ung faux escochon d'argent"
French,HEN III DE MONTFORT JOHN,"Roll, temp. HEN. III. [i.e. Simon DE MONTFORT, Earl of Leicester, temp. King JOHN. The annexed engraving represents a common form found in early drawing.]","Le Conte LEICESTER, goules ung leon rampand d'argent, le cowe fourchee"
French,HEN III MS,"Roll, temp. HEN. III. (Harl. MS. 6589.)",MI MIR MILEBATID de Trie dor a une bende gobone dargent et dazure
French,HEN III MS,"Roll, temp. HEN. III. ; Harl. MS. 6589.","Le Counte de CLEVE, de goules a un eschochon d'argent a un charbocle d'or flurte"
French,HEN III MS,"Roll, temp. HEN. III. Harl. MS. 6589.",Robert de TATISHALE eschequere d'or e de goules al chef armine
French,HEN III MS,"Roll, temp. HEN. III., Harl. MS. 6589.","Le Counte CHAUMPAINE, d'azur a une bende d'argent a custeres d'or diasprez"
French,HEN III MS,"Roll, temp. HEN. III., Harl. MS. 6589.","Le comte de FOREST, de goules a un dauffin de mer dor"
French,HEN III MS,"Roll, temp. HEN. III., Harl. MS. 6589.","Roger de MORTYMER, barre dor et dazur al chef pale al chantel gerone a un escochon dargent"
French,HEN III MS,"Roll, temp. HEN. III.; Harl. MS. 6589.","Rafe BASSET, pale dor et de goules a une cantel dargent a une croys de sable pate"
French,HEN III MS,"Roll, temp. HEN. III; Harleian MS. 6589, circa 1256-66.","Le Conte de TOLOSA, de goules a un croyz d'or pate et perse a une bordure d'or"
French,HEN III PLANTAGENET CORNWALL,"Roll, temp. HEN. III. [i.e. Richard PLANTAGENET, king of the Romans, and earl of CORNWALL, son of King John].","Le Conte de CORNEWAIL argent, ung Lion de goulz coronne or, ung borde de sable besante d'or"
French,HEN III RUMMESVILLE,"Roll, temp. HEN. III. (In another copy, possibly of the same original Roll, ""Le Countee de RUMMESVILLE, dor trois roses [c]harges ove 3 roses vert."")",Le Counte de RAMPSUILE dor a treis rosers; sur chekune roser une rose; chekune roser verte
French,HEN III,"Another Roll, temp. HEN. III.","John de PLESCY, dargent a treis molettes de goules perces"
French,HEN III,"Another Roll, temp. HEN. III.","Le Comte de WINCHESTER, de goules poudre a faux losenges d'or"
French,HEN III,"Another Roll, temp. HEN. III.","Le Counte DE LA MARCHE, burule de une menue burlure dargent et de azur"
French,HEN III,"Another Roll, temp. HEN. III.","Le counte de HERFORD, dazur a sis Liuncels dor a un bende dargent lyte[i.e. with listes] dor"
French,HEN III,"Another Roll, temp. HEN. III.","Rauf DELAHAYE, dargent, a ruell de goules"
French,HEN III,"Another Roll, temp. HEN. III.","William DODINGCELES, dargent a une fesse de goules a deus roueles de gules"
French,HEN III,"Another Roll, temp. HEN. III.; Transcript in College of Arms.","Rauff de BASSETT, d'or a trois peles de goulz, ung quartre de ermyne"
French,HEN III,"Another roll, temp. HEN. III.","Le Conte de PENNBROK, Party d'or e de vert, a un lion rampant, party de or e de goules en lung"
French,HEN III,"Roll of Arms, temp. HEN. III.","Ernaud de BOYS, argent, deux barres et ung canton goulez"
French,HEN III,Roll temp. HEN. III.,"Geoffrey de GENEVILE d'azure, a trois breys d'or au cheif d'ermyne ung demy lion de goules"
French,HEN III,"Roll, HEN. III.","John le FITZ GEFFREY, esquartele d'or et de goules, a la bordur de verree[i.e. vair]"
French,HEN III,"Roll, temp. HEN III.","Le Conte DEL ILE, d'or, ung lion d'azur rampant"
French,HEN III,"Roll, temp. HEN III.","William de ODINGSELES, d'argent a la fece de goulz a deux molets en le chief goulz"
French,HEN III,"Roll, temp. HEN. III.",Adam de NEWMARCHE de goules ung fece engrele or
French,HEN III,"Roll, temp. HEN. III.","Adam de SWYNEBOURNE, de goules a trois testes de senglier argent"
French,HEN III,"Roll, temp. HEN. III.","Aymer de ST.AMONT, d'argent frette de sable ung chef de sable"
French,HEN III,"Roll, temp. HEN. III.",Baudewin de FRIVILLE de veyr a une croyz passant de goules
French,HEN III,"Roll, temp. HEN. III.","Bertram de CRIOLL, d'or a deux cheverons et ung quartier de goules"
French,HEN III,"Roll, temp. HEN. III.","Eustace de BALIOLL, d'azur au faus escocheon d'or crusule d'or"
French,HEN III,"Roll, temp. HEN. III.","Frank de BOUN, de goules ung croissant de hermyn, ung urle dez merlotts d'ermyn"
French,HEN III,"Roll, temp. HEN. III.","Gauter BERTANT, pale dor et de goules a une cauntel dazur a une rouel dargent"
French,HEN III,"Roll, temp. HEN. III.","Geffrey de LUCY, de goules a trois lucie d'or"
French,HEN III,"Roll, temp. HEN. III.","Geoffrey de LUCY, de goules a trois lucies d'or"
French,HEN III,"Roll, temp. HEN. III.","Gilbert HANSARDE, de goules a trois estoiles d'argent"
French,HEN III,"Roll, temp. HEN. III.","Gilbert de UMFREVILE, d'or ung quintefoile de goules, ung bordure d'azur ferrs de goulz"
French,HEN III,"Roll, temp. HEN. III.","Gilbert de la VALE, de la MARCH, d'argent ung croix fourche de goules"
French,HEN III,"Roll, temp. HEN. III.","Gul. LONGESPE, dazur, a sis liuncels dor--Soun frer au tel a une cauntel dermine"
French,HEN III,"Roll, temp. HEN. III.","Hamon CREVECEUR, d'or ung faulx crois de goules"
French,HEN III,"Roll, temp. HEN. III.","Herbert de CHAMBERLEYNE, de goules a trois escallops d'or"
French,HEN III,"Roll, temp. HEN. III.","Hue le DE SPENSER quartele d'argent et de goules, ung bend de sable; les quartres frette d'or en le goules"
French,HEN III,"Roll, temp. HEN. III.","Hugh Fitz[de John de BALLIOL], de goules ove ung escochon d'azur ove ung lion rampant d'argent coronne d'or en la corniere"
French,HEN III,"Roll, temp. HEN. III.","Hugh WAKE, d'or a deulx barres de goules ove trois torteux de goules en le cheif"
French,HEN III,"Roll, temp. HEN. III.","Hugh de BAUCOY, d'or a une croyz de goules recersele; a une labeu de sable"
French,HEN III,"Roll, temp. HEN. III.","John DEYNCOURT, azure, ung danse et billety d'or"
French,HEN III,"Roll, temp. HEN. III.","John LAMPLOWE, argent ung crois sable florettee"
French,HEN III,"Roll, temp. HEN. III.","John de BEAUCHAMP, noir ung egle d'argent, beke et les pees d'or"
French,HEN III,"Roll, temp. HEN. III.","John de NEVILLE, COWERDE, mascule d'or e de goules ung quartier de hermyne"
French,HEN III,"Roll, temp. HEN. III.","John de SEIN JOHN, dargent a chef de goules a deux roueles dor un vers chef"
French,HEN III,"Roll, temp. HEN. III.","Le Comte de HUNTINGDON, pale d'or et de goules, ung bende noir"
French,HEN III,"Roll, temp. HEN. III.","Le Conte MARESCHALL, party d'or et de vert, ung lion rampant goules"
French,HEN III,"Roll, temp. HEN. III.","Le Conte d'AUMARLE, le goules, ung croix pate de verre"
French,HEN III,"Roll, temp. HEN. III.","Le Conte de Arundell de goules, ung lion rampand d'or"
French,HEN III,"Roll, temp. HEN. III.","Le Conte de FERRERS, verree de or et de goules"
French,HEN III,"Roll, temp. HEN. III.","Le Conte de MANDEVILE, quartele d'or e de goulez"
French,HEN III,"Roll, temp. HEN. III.","Le Conte de NORFFOLK, d'or a ung crois de goulez"
French,HEN III,"Roll, temp. HEN. III.","Le Conte de OXFORD, quartele d'or et de goules[sic], ung molet d'argent ent le quarter devant"
French,HEN III,"Roll, temp. HEN. III.","Le Conte de WINCHESTER, de goules a six mascles d'or voydes du champ"
French,HEN III,"Roll, temp. HEN. III.","Le Counte de Bar, d'azur, pudre a croisile dor a deux bars de mer"
French,HEN III,"Roll, temp. HEN. III.","Le Counte de TRERSTEYN, dor a un byse de goules"
French,HEN III,"Roll, temp. HEN. III.","Le REY DE FRAUNCE, de asur poudre a flurette de or"
French,HEN III,"Roll, temp. HEN. III.","Le Roy d'Angleterre porte goules, trois lupards d'or"
French,HEN III,"Roll, temp. HEN. III.","Le Roy de PORTUGAL, de goules poudre a turelles d'or a une labeu lazur"
French,HEN III,"Roll, temp. HEN. III.","Le baucent del HOSPITALE, de goules a un croyz d'argent fourme.--Le baucent[another MS. Le Auncient] del TEMPLE, dargent, al chef de sable a un croyz de goules passant"
French,HEN III,"Roll, temp. HEN. III.","Le comte de MANDEVILE, quartele d'or et de goulez"
French,HEN III,"Roll, temp. HEN. III.","Le conte de CHESTER, d'azur a trois garbes d'or"
French,HEN III,"Roll, temp. HEN. III.","Le counte CHAUMPAINE, dazur a une bende dargent a custeres dor diasprez"
French,HEN III,"Roll, temp. HEN. III.","Le counte del MONTE, d'argent, a un lion rampant de goules a la cowe croyse, corone d'or, a une labeu dazur"
French,HEN III,"Roll, temp. HEN. III.",Le roy de Norwey de goules a un cheval dor selle
French,HEN III,"Roll, temp. HEN. III.","Maheu de REDMAIN, de goules a trois horielers d'or"
French,HEN III,"Roll, temp. HEN. III.","Mahewe de LOVAYNE, goules billete d'or, une fece d'argent"
French,HEN III,"Roll, temp. HEN. III.","Marmaduk de TWENGE, d'argent, a trois papegayes de vert ung fece de goules"
French,HEN III,"Roll, temp. HEN. III.","Moris de BARKELE,--goules ung cheveron d'argent"
French,HEN III,"Roll, temp. HEN. III.","Nicholas de MOELES, dargent a deux barres de goules a trois molets; en le chief goules"
French,HEN III,"Roll, temp. HEN. III.",Odinel HERON d'azur a trois herons d'argent
French,HEN III,"Roll, temp. HEN. III.","Patrick de CHAURCY, burele d'argent et de goules"
French,HEN III,"Roll, temp. HEN. III.","Patrik de CHAURCY, burele d'argent et de goules"
French,HEN III,"Roll, temp. HEN. III.","Philip DARCY, d'argent a trois roses de goules"
French,HEN III,"Roll, temp. HEN. III.","Piers PERCY, d'or ung fece engrele d'azur"
French,HEN III,"Roll, temp. HEN. III.","Rauf de BASSETT, d'or a trois pales de goulz, ung quartre de ermyne"
French,HEN III,"Roll, temp. HEN. III.","Rauf de CAMOIS, d'or; ung cheif de goules a trois torteux d'argent"
French,HEN III,"Roll, temp. HEN. III.","Rauf de GORGES, roele dargent et dazur"
French,HEN III,"Roll, temp. HEN. III.","Rauf de la HAY, blank ung rey de soleil de goules"
French,HEN III,"Roll, temp. HEN. III.","Reinauld de MOUN, de goules ov ung manche d'argent"
French,HEN III,"Roll, temp. HEN. III.","Richard de GREY, barry d'argent et d'azure"
French,HEN III,"Roll, temp. HEN. III.","Richard le FITZ MARMADUKE, de goules, ung fece et troys papegeyes d'argent a ung baston d'azure sur tout"
French,HEN III,"Roll, temp. HEN. III.","Robert AGULON, de goules ov ung fleur-de-lis d'argent"
French,HEN III,"Roll, temp. HEN. III.",Robert QUENCY de goules ung quintefueile de hermyne
French,HEN III,"Roll, temp. HEN. III.","Robert WALROND, d'argent ung bend engrele de goules"
French,HEN III,"Roll, temp. HEN. III.","Robert de BRUS, d'or, ung saltoir de goules; et ung cheif de goules"
French,HEN III,"Roll, temp. HEN. III.","Robert de TATESHALE, eschequere d'or et de goules, ung cheif d'ermyne"
